Ticker,Date,Open,High,Low,Close,Adj Close,Volume
CMI,1973-02-21,0.0,5.5625,5.234375,5.234375,2.078139066696167,18400
CMI,1973-02-22,0.0,5.328125,5.234375,5.28125,2.0967507362365723,31200
CMI,1973-02-23,0.0,5.28125,5.0625,5.0625,2.009902000427246,29600
CMI,1973-02-26,0.0,5.09375,5.0,5.0,1.9850890636444087,21600
CMI,1973-02-27,0.0,5.03125,4.953125,4.953125,1.9664794206619265,12800
CMI,1973-02-28,0.0,4.953125,4.859375,4.9375,1.960275769233704,44800
CMI,1973-03-01,0.0,5.0,4.953125,4.953125,1.9664794206619265,23200
CMI,1973-03-02,0.0,4.984375,4.84375,4.921875,1.9649815559387207,52800
CMI,1973-03-05,0.0,4.9375,4.90625,4.90625,1.958744764328003,21600
CMI,1973-03-06,0.0,4.828125,4.765625,4.796875,1.915077567100525,18400
CMI,1973-03-07,0.0,4.8125,4.625,4.65625,1.8589359521865845,141600
CMI,1973-03-08,0.0,4.75,4.625,4.6875,1.8714120388031008,40000
CMI,1973-03-09,0.0,4.75,4.6875,4.71875,1.8838880062103271,88000
CMI,1973-03-12,0.0,4.734375,4.6875,4.6875,1.8714120388031008,46400
CMI,1973-03-13,0.0,4.703125,4.65625,4.6875,1.8714120388031008,60000
CMI,1973-03-14,0.0,4.6875,4.625,4.65625,1.8589359521865845,103200
CMI,1973-03-15,0.0,4.578125,4.375,4.375,1.7466500997543335,70400
CMI,1973-03-16,0.0,4.296875,4.125,4.28125,1.7092229127883911,141600
CMI,1973-03-19,0.0,4.265625,4.1875,4.234375,1.6905086040496826,69600
CMI,1973-03-20,0.0,4.203125,4.140625,4.203125,1.6780314445495603,72800
CMI,1973-03-21,0.0,4.234375,4.15625,4.234375,1.6905086040496826,60000
CMI,1973-03-22,0.0,4.28125,4.171875,4.28125,1.7092229127883911,82400
CMI,1973-03-23,0.0,4.296875,4.25,4.296875,1.7154611349105835,79200
CMI,1973-03-26,0.0,4.328125,4.28125,4.296875,1.7154611349105835,51200
CMI,1973-03-27,0.0,4.515625,4.296875,4.515625,1.8027929067611688,76000
CMI,1973-03-28,0.0,4.6875,4.5625,4.640625,1.8526970148086548,70400
CMI,1973-03-29,0.0,4.96875,4.671875,4.953125,1.9774587154388428,63200
CMI,1973-03-30,0.0,4.953125,4.8125,4.90625,1.958744764328003,40800
CMI,1973-04-02,0.0,4.9375,4.828125,4.859375,1.940030217170716,24000
CMI,1973-04-03,0.0,4.859375,4.75,4.828125,1.9275532960891724,49600
CMI,1973-04-04,0.0,4.8125,4.640625,4.640625,1.8526970148086548,34400
CMI,1973-04-05,0.0,4.625,4.59375,4.625,1.8464587926864624,68000
CMI,1973-04-06,0.0,4.578125,4.34375,4.34375,1.734174370765686,46400
CMI,1973-04-09,0.0,4.390625,4.125,4.265625,1.7029845714569092,360800
CMI,1973-04-10,0.0,4.40625,4.296875,4.40625,1.7591257095336914,77600
CMI,1973-04-11,0.0,4.671875,4.46875,4.671875,1.865173816680908,132800
CMI,1973-04-12,0.0,4.875,4.6875,4.84375,1.9337918758392327,64800
CMI,1973-04-13,0.0,4.890625,4.8125,4.8125,1.921316266059876,18400
CMI,1973-04-16,0.0,4.8125,4.65625,4.6875,1.8714120388031008,52800
CMI,1973-04-17,0.0,4.703125,4.6875,4.6875,1.8714120388031008,8000
CMI,1973-04-18,0.0,4.6875,4.515625,4.5625,1.821506381034851,16800
CMI,1973-04-19,0.0,4.5625,4.5,4.5,1.7965552806854248,28000
CMI,1973-04-23,0.0,4.59375,4.5,4.5,1.7965552806854248,27200
CMI,1973-04-24,0.0,4.578125,4.53125,4.53125,1.8090320825576784,108800
CMI,1973-04-25,0.0,4.484375,4.359375,4.359375,1.7404124736785889,56000
CMI,1973-04-26,0.0,4.421875,4.328125,4.375,1.7466500997543335,37600
CMI,1973-04-27,0.0,4.390625,4.25,4.25,1.6967469453811646,54400
CMI,1973-04-30,0.0,4.484375,4.171875,4.484375,1.790315866470337,36800
CMI,1973-05-01,0.0,4.515625,4.34375,4.40625,1.7591257095336914,111200
CMI,1973-05-02,0.0,4.515625,4.359375,4.359375,1.7404124736785889,107200
CMI,1973-05-03,0.0,4.375,4.296875,4.296875,1.7154611349105835,63200
CMI,1973-05-04,0.0,4.359375,4.3125,4.359375,1.7404124736785889,183200
CMI,1973-05-07,0.0,4.359375,4.3125,4.3125,1.7216991186141968,36800
CMI,1973-05-08,0.0,4.25,4.1875,4.234375,1.6905086040496826,13600
CMI,1973-05-09,0.0,4.234375,4.1875,4.234375,1.6905086040496826,16800
CMI,1973-05-10,0.0,4.1875,4.109375,4.125,1.646841287612915,56000
CMI,1973-05-11,0.0,4.21875,4.171875,4.1875,1.6717941761016846,23200
CMI,1973-05-14,0.0,4.140625,4.09375,4.09375,1.634365439414978,33600
CMI,1973-05-15,0.0,4.078125,3.953125,4.0,1.5969377756118774,38400
CMI,1973-05-16,0.0,4.0,3.9375,4.0,1.5969377756118774,94400
CMI,1973-05-17,0.0,3.984375,3.9375,3.9375,1.5719850063323977,11200
CMI,1973-05-18,0.0,3.96875,3.890625,3.921875,1.5657474994659424,24000
CMI,1973-05-21,0.0,3.921875,3.828125,3.875,1.5470333099365234,64800
CMI,1973-05-22,0.0,3.9375,3.78125,3.84375,1.5345566272735596,43200
CMI,1973-05-23,0.0,3.890625,3.84375,3.875,1.5470333099365234,37600
CMI,1973-05-24,0.0,3.90625,3.8125,3.890625,1.5532714128494265,16000
CMI,1973-05-25,0.0,4.046875,3.875,3.984375,1.5907001495361328,57600
CMI,1973-05-29,0.0,4.078125,3.953125,4.0,1.5969377756118774,18400
CMI,1973-05-30,0.0,3.984375,3.875,3.875,1.5470333099365234,19200
CMI,1973-05-31,0.0,3.9375,3.84375,3.90625,1.55950927734375,12000
CMI,1973-06-01,0.0,3.875,3.8125,3.875,1.5470333099365234,19200
CMI,1973-06-04,0.0,3.875,3.8125,3.875,1.5470333099365234,13600
CMI,1973-06-05,0.0,3.890625,3.8125,3.8125,1.5220813751220703,16800
CMI,1973-06-06,0.0,3.875,3.84375,3.875,1.5470333099365234,138400
CMI,1973-06-07,0.0,3.8125,3.75,3.765625,1.5033668279647827,36800
CMI,1973-06-08,0.0,3.859375,3.8125,3.828125,1.5283198356628418,4800
CMI,1973-06-11,0.0,3.84375,3.78125,3.78125,1.5096049308776855,23200
CMI,1973-06-12,0.0,4.0,3.828125,3.953125,1.5782239437103271,11200
CMI,1973-06-13,0.0,4.046875,4.0,4.046875,1.6156514883041382,8800
CMI,1973-06-14,0.0,4.046875,4.046875,4.046875,1.6156514883041382,4800
CMI,1973-06-15,0.0,4.0,3.875,3.90625,1.55950927734375,20800
CMI,1973-06-18,0.0,3.875,3.796875,3.796875,1.515843391418457,26400
CMI,1973-06-19,0.0,3.75,3.71875,3.734375,1.4908907413482666,80800
CMI,1973-06-20,0.0,3.765625,3.6875,3.71875,1.484652400016785,26400
CMI,1973-06-21,0.0,3.6875,3.671875,3.671875,1.4659382104873655,5600
CMI,1973-06-22,0.0,3.75,3.65625,3.65625,1.459700584411621,30400
CMI,1973-06-25,0.0,3.796875,3.6875,3.71875,1.484652400016785,24800
CMI,1973-06-26,0.0,3.765625,3.703125,3.765625,1.5033668279647827,12000
CMI,1973-06-27,0.0,3.828125,3.703125,3.828125,1.5283198356628418,63200
CMI,1973-06-28,0.0,3.9375,3.828125,3.890625,1.5532714128494265,31200
CMI,1973-06-29,0.0,4.140625,3.9375,4.109375,1.640604019165039,22400
CMI,1973-07-02,0.0,4.15625,4.0625,4.125,1.646841287612915,23200
CMI,1973-07-03,0.0,4.171875,4.125,4.171875,1.6655560731887815,47200
CMI,1973-07-05,0.0,4.546875,4.25,4.546875,1.815268635749817,40000
CMI,1973-07-06,0.0,4.625,4.53125,4.578125,1.8277451992034912,57600
CMI,1973-07-09,0.0,4.53125,4.390625,4.390625,1.752887487411499,24800
CMI,1973-07-10,0.0,4.46875,4.390625,4.4375,1.771601915359497,20800
CMI,1973-07-11,0.0,4.625,4.4375,4.515625,1.8027929067611688,32800
CMI,1973-07-12,0.0,4.5,4.40625,4.484375,1.790315866470337,15200
CMI,1973-07-13,0.0,4.5,4.453125,4.46875,1.7840783596038818,46400
CMI,1973-07-16,0.0,4.609375,4.484375,4.609375,1.840220093727112,185600
CMI,1973-07-17,0.0,4.75,4.625,4.75,1.8963630199432373,34400
CMI,1973-07-18,0.0,4.75,4.71875,4.75,1.8963630199432373,56000
CMI,1973-07-19,0.0,4.8125,4.75,4.8125,1.921316266059876,11200
CMI,1973-07-20,0.0,4.875,4.796875,4.84375,1.9337918758392327,119200
CMI,1973-07-23,0.0,4.875,4.734375,4.796875,1.915077567100525,30400
CMI,1973-07-24,0.0,4.8125,4.75,4.8125,1.921316266059876,39200
CMI,1973-07-25,0.0,4.828125,4.75,4.75,1.8963630199432373,9600
CMI,1973-07-26,0.0,4.765625,4.6875,4.703125,1.877650141716004,37600
CMI,1973-07-27,0.0,4.75,4.703125,4.71875,1.8838880062103271,10400
