Ticker,Date,Open,High,Low,Close,Adj Close,Volume
ESS,1994-06-07,19.125,19.625,19.125,19.375,5.89501953125,1595400
ESS,1994-06-08,19.375,19.375,19.125,19.25,5.856986045837402,162400
ESS,1994-06-09,19.25,19.25,19.125,19.25,5.856986045837402,76200
ESS,1994-06-10,19.25,19.25,19.0,19.125,5.818955898284912,110500
ESS,1994-06-13,19.125,19.125,19.0,19.125,5.818955898284912,51200
ESS,1994-06-14,19.125,19.25,19.125,19.25,5.856986045837402,28100
ESS,1994-06-15,19.25,19.5,19.125,19.25,5.856986045837402,96700
ESS,1994-06-16,19.25,19.25,19.125,19.125,5.818955898284912,19800
ESS,1994-06-17,19.125,19.25,19.0,19.0,5.780921459197998,56000
ESS,1994-06-20,19.0,19.125,19.0,19.125,5.818955898284912,43500
ESS,1994-06-21,19.125,19.125,19.0,19.0,5.780921459197998,34700
ESS,1994-06-22,19.0,19.125,19.0,19.0,5.780921459197998,29500
ESS,1994-06-23,19.0,19.125,18.75,18.75,5.70485782623291,67900
ESS,1994-06-24,18.625,18.625,18.125,18.375,5.590759754180908,72500
ESS,1994-06-27,18.375,18.375,17.25,17.875,5.438628673553467,70100
ESS,1994-06-28,17.875,18.125,17.5,17.625,5.362567901611328,64700
ESS,1994-06-29,17.75,18.125,17.75,17.875,5.438628673553467,25100
ESS,1994-06-30,17.875,18.0,17.625,17.625,5.362567901611328,26100
ESS,1994-07-01,17.625,17.75,17.375,17.75,5.400600910186768,25500
ESS,1994-07-05,17.75,17.875,17.75,17.875,5.438628673553467,2900
ESS,1994-07-06,17.875,17.875,17.5,17.625,5.362567901611328,33600
ESS,1994-07-07,17.625,17.875,17.625,17.625,5.362567901611328,30500
ESS,1994-07-08,17.625,17.875,17.625,17.625,5.362567901611328,30200
ESS,1994-07-11,17.625,17.875,17.5,17.75,5.400600910186768,29300
ESS,1994-07-12,17.75,17.875,17.625,17.75,5.400600910186768,11700
ESS,1994-07-13,17.75,17.875,17.625,17.75,5.400600910186768,37800
ESS,1994-07-14,17.75,17.875,17.625,17.875,5.438628673553467,24600
ESS,1994-07-15,17.875,18.0,17.875,18.0,5.476665496826172,15000
ESS,1994-07-18,18.0,18.0,17.875,18.0,5.476665496826172,22900
ESS,1994-07-19,18.0,18.5,18.0,18.5,5.628796577453613,25700
ESS,1994-07-20,18.5,18.5,18.125,18.25,5.552727699279785,15900
ESS,1994-07-21,18.25,18.25,18.0,18.25,5.552727699279785,16000
ESS,1994-07-22,18.25,18.5,18.25,18.375,5.590759754180908,18800
ESS,1994-07-25,18.375,18.5,18.25,18.5,5.628796577453613,20100
ESS,1994-07-26,18.5,18.625,18.375,18.5,5.628796577453613,14200
ESS,1994-07-27,18.375,18.375,18.125,18.25,5.552727699279785,10100
ESS,1994-07-28,18.125,18.125,17.875,17.875,5.438628673553467,9200
ESS,1994-07-29,17.875,17.875,17.625,17.75,5.400600910186768,71400
ESS,1994-08-01,17.75,17.75,17.625,17.625,5.362567901611328,23500
