Ticker,Date,Open,High,Low,Close,Adj Close,Volume
DD,1972-06-01,0.0,7.294257164001465,7.254722118377685,7.274489879608154,1.1076449155807495,74617
DD,1972-06-02,7.294257164001465,7.393095970153809,7.294257164001465,7.353559970855713,1.1196852922439575,227645
DD,1972-06-05,7.353559970855713,7.363443851470947,7.33379316329956,7.33379316329956,1.1166746616363523,96117
DD,1972-06-06,7.33379316329956,7.343677043914795,7.294257164001465,7.314024925231934,1.113664627075195,77146
DD,1972-06-07,7.284374237060547,7.284374237060547,7.185534954071045,7.185534954071045,1.0941007137298584,121411
DD,1972-06-08,7.185534954071045,7.225070953369141,7.116349220275879,7.116349220275879,1.0835665464401243,328820
DD,1972-06-09,7.116349220275879,7.116349220275879,7.066929817199707,7.076813220977783,1.077546000480652,232704
DD,1972-06-12,7.076813220977783,7.136116027832031,7.047162055969238,7.116349220275879,1.0835665464401243,182116
DD,1972-06-13,7.136116027832031,7.234954833984375,7.136116027832031,7.215187072753906,1.0986149311065674,203616
DD,1972-06-14,7.234954833984375,7.314024925231934,7.234954833984375,7.314024925231934,1.113664627075195,168204
DD,1972-06-15,7.314024925231934,7.442514896392822,7.314024925231934,7.33379316329956,1.1166746616363523,699376
DD,1972-06-16,7.33379316329956,7.343677043914795,7.304141044616699,7.323908805847168,1.115170121192932,54382
DD,1972-06-19,7.323908805847168,7.343677043914795,7.284374237060547,7.284374237060547,1.1091508865356443,159351
DD,1972-06-20,7.294257164001465,7.33379316329956,7.294257164001465,7.323908805847168,1.115170121192932,56911
DD,1972-06-21,7.323908805847168,7.393095970153809,7.323908805847168,7.393095970153809,1.1257041692733765,112558
DD,1972-06-22,7.393095970153809,7.402978897094727,7.323908805847168,7.323908805847168,1.115170121192932,73352
DD,1972-06-23,7.323908805847168,7.33379316329956,7.254722118377685,7.304141044616699,1.1121598482131958,106234
DD,1972-06-26,7.284374237060547,7.284374237060547,7.195418834686279,7.195418834686279,1.1009694337844849,74617
DD,1972-06-27,7.195418834686279,7.215187072753906,7.195418834686279,7.215187072753906,1.1039931774139404,118881
DD,1972-06-28,7.205303192138672,7.205303192138672,7.136116027832031,7.1558837890625,1.0949195623397827,241556
DD,1972-06-29,7.136116027832031,7.136116027832031,7.106464862823486,7.106464862823486,1.0873581171035769,51852
DD,1972-06-30,7.106464862823486,7.1558837890625,7.096580982208252,7.136116027832031,1.091895580291748,322497
DD,1972-07-03,7.136116027832031,7.165768146514893,7.116349220275879,7.145999908447266,1.0934072732925415,27823
DD,1972-07-05,7.145999908447266,7.205303192138672,7.126233100891113,7.195418834686279,1.1009694337844849,58176
DD,1972-07-06,7.244838237762451,7.323908805847168,7.244838237762451,7.274489879608154,1.1130669116973877,189704
DD,1972-07-07,7.274489879608154,7.294257164001465,7.26460599899292,7.26460599899292,1.111554741859436,190969
DD,1972-07-10,7.26460599899292,7.274489879608154,7.234954833984375,7.274489879608154,1.1130669116973877,69558
DD,1972-07-11,7.274489879608154,7.274489879608154,7.205303192138672,7.205303192138672,1.1024816036224363,69558
DD,1972-07-12,7.195418834686279,7.195418834686279,7.106464862823486,7.116349220275879,1.0888707637786863,400908
DD,1972-07-13,7.106464862823486,7.106464862823486,7.017510890960693,7.037278175354004,1.0767717361450195,93587
DD,1972-07-14,7.027393817901611,7.027393817901611,6.987858772277832,6.997743129730225,1.0707234144210815,75882
